feature1,feature2,feature3,feature4,feature5,feature6,target
-0.22397233644355546,-2.3660126719910357,-0.48867889029905814,1.573680686315941,0.9113434759961009,0.4166476077549741,1
0.7778466705108286,-1.1230516244650592,0.5945043686601235,-1.4136741635298775,2.340408092827482,0.9771323073515523,1
-0.21178361040136787,1.2781950862356626,0.8787234133757746,0.1955365091907657,-2.0253081054966144,-0.6400796856013269,0
-0.07315959598146544,1.4729371631692336,0.7616903369259623,0.15889534135442474,-1.210951458518685,-0.38245018694631516,1
0.026560104863402045,-1.4571114951546513,-0.0525114691214164,1.2648297014383465,0.448971850318051,-0.45335134146473255,0
2.172949749360864,2.095318129242903,0.698388434306089,-1.6675107550897046,-1.1723670288916783,-3.2665996635939956,1
-1.4207496896791019,1.3015511805006967,1.4146146181411081,1.4078638231765452,-0.472282475963827,-0.7612393533944883,0
-0.9349208494062364,-0.09391931400536913,-1.8680222870794265,0.987559916091687,0.222244025618478,1.6437509027705373,1
-0.5682717860755409,0.7642066245082737,0.6718296377336284,0.5682724575743177,-1.6210480452852964,-0.7477621016919835,0
-0.5416856022956805,0.8167060122084853,0.340867845125827,-2.3871518406246275,-1.0501614167324025,-0.33740635944455855,1
0.6661264680972329,-0.32297395177597354,-1.6431402650762263,0.6134389989253372,-3.3281197314625564,-0.9098528846877934,0
0.7303569312011988,0.9412944598006261,0.05945203421764927,2.052377021582184,-0.8157770199974937,-1.034482954507464,0
-1.3076044806803524,0.6319561378640528,-1.8295550464324626,-1.2556753338639814,-0.23240164594368706,-0.7773162073134556,1
-1.780457152006513,2.5665153503265454,0.34103851050754747,0.5813409326849048,-1.5950985847241048,-2.3983340003069182,0
0.32930914524949534,0.7149433722355685,0.14029341068029683,-3.0801298724964608,-0.596364222100805,-2.2711868588415602,1
0.026572283441846933,0.26280970143439597,-0.2669927901757878,0.9757120128795324,-0.08453697333460042,1.571266638867967,1
-0.2007349180019919,1.2172206140553927,-1.2561292946104496,-0.7723748955954313,-0.5732924626544608,-0.09540491368807158,1
-1.2144176737775647,0.6529271286507559,0.4562387973673141,-0.3908194318028867,-0.6511589148618246,1.0163895162175454,1
-0.2607698462560682,-1.5366964601285764,-1.2385631890346671,-2.161037669844514,-0.9606883954582452,-0.7489438194041105,0
0.22378736655784356,0.47028151155081854,-0.19796575563052923,-0.1479272580226647,-0.923882843720289,-1.4323456416890048,0
0.6645435425532163,2.0984713609915966,-1.0149226916583425,-2.0369264611968463,-1.533185757673555,-3.53945185104822,1
0.8028040582132207,-3.430055696140972,2.896518605519746,-2.6058210493018343,-0.11139853211641326,0.217687293799816,0
